Phase,Stack,Mode,Profile,Dataset,BookCount,Scenario,Status,ProcessRuns,PassSamples,FailedSamples,UnsupportedSamples,wall_time_ms_count,wall_time_ms_median,wall_time_ms_p10,wall_time_ms_p90,wall_time_ms_mean,wall_time_ms_stdev,wall_time_ms_min,wall_time_ms_max,natural_lua_heap_kb_count,natural_lua_heap_kb_median,natural_lua_heap_kb_p10,natural_lua_heap_kb_p90,natural_lua_heap_kb_mean,natural_lua_heap_kb_stdev,natural_lua_heap_kb_min,natural_lua_heap_kb_max,lua_heap_delta_kb_count,lua_heap_delta_kb_median,lua_heap_delta_kb_p10,lua_heap_delta_kb_p90,lua_heap_delta_kb_mean,lua_heap_delta_kb_stdev,lua_heap_delta_kb_min,lua_heap_delta_kb_max,rss_kb_count,rss_kb_median,rss_kb_p10,rss_kb_p90,rss_kb_mean,rss_kb_stdev,rss_kb_min,rss_kb_max,set_dirty_calls_count,set_dirty_calls_median,set_dirty_calls_p10,set_dirty_calls_p90,set_dirty_calls_mean,set_dirty_calls_stdev,set_dirty_calls_min,set_dirty_calls_max,refresh_count_count,refresh_count_median,refresh_count_p10,refresh_count_p90,refresh_count_mean,refresh_count_stdev,refresh_count_min,refresh_count_max,full_refreshes_count,full_refreshes_median,full_refreshes_p10,full_refreshes_p90,full_refreshes_mean,full_refreshes_stdev,full_refreshes_min,full_refreshes_max,partial_refreshes_count,partial_refreshes_median,partial_refreshes_p10,partial_refreshes_p90,partial_refreshes_mean,partial_refreshes_stdev,partial_refreshes_min,partial_refreshes_max,unique_dirty_pct_count,unique_dirty_pct_median,unique_dirty_pct_p10,unique_dirty_pct_p90,unique_dirty_pct_mean,unique_dirty_pct_stdev,unique_dirty_pct_min,unique_dirty_pct_max,cumulative_dirty_screen_equivalents_count,cumulative_dirty_screen_equivalents_median,cumulative_dirty_screen_equivalents_p10,cumulative_dirty_screen_equivalents_p90,cumulative_dirty_screen_equivalents_mean,cumulative_dirty_screen_equivalents_stdev,cumulative_dirty_screen_equivalents_min,cumulative_dirty_screen_equivalents_max,largest_single_dirty_pct_count,largest_single_dirty_pct_median,largest_single_dirty_pct_p10,largest_single_dirty_pct_p90,largest_single_dirty_pct_mean,largest_single_dirty_pct_stdev,largest_single_dirty_pct_min,largest_single_dirty_pct_max,visible_count_before_count,visible_count_before_median,visible_count_before_p10,visible_count_before_p90,visible_count_before_mean,visible_count_before_stdev,visible_count_before_min,visible_count_before_max,visible_count_after_count,visible_count_after_median,visible_count_after_p10,visible_count_after_p90,visible_count_after_mean,visible_count_after_stdev,visible_count_after_min,visible_count_after_max,total_pages_count,total_pages_median,total_pages_p10,total_pages_p90,total_pages_mean,total_pages_stdev,total_pages_min,total_pages_max,forced_gc_live_heap_kb_count,forced_gc_live_heap_kb_median,forced_gc_live_heap_kb_p10,forced_gc_live_heap_kb_p90,forced_gc_live_heap_kb_mean,forced_gc_live_heap_kb_stdev,forced_gc_live_heap_kb_min,forced_gc_live_heap_kb_max
phase2,R1_bookshelf,paging,paging,real_2692,2692,bookshelf_cached_paging_anim_off,PASS,3,90,0,0,90,12.992,8.511199999999999,18.90740000000001,13.756,4.828023156065598,7.998,26.189,90,25037.2783203125,18622.8532226562,34476.9948242183,25957.36073133685,5922.277917896519,17015.021484375,36890.684570312,90,832.689453125,-1994.660449218749,1029.97998046875,-261.66118706596666,3563.866048582283,-17401.336914062,1089.02734375,90,231360.0,227584.0,233344.0,230771.2,2207.330561275672,227584.0,233680.0,90,1.0,1.0,1.0,1.0,0.0,1.0,1.0,90,1.0,1.0,1.0,1.0,0.0,1.0,1.0,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90,1.0,1.0,1.0,1.0,0.0,1.0,1.0,90,64.563106796117,64.563106796117,64.563106796117,64.563106796117,0.0,64.563106796117,64.563106796117,90,0.64563106796117,0.64563106796117,0.64563106796117,0.64563106796117,0.0,0.64563106796117,0.64563106796117,90,64.563106796117,64.563106796117,64.563106796117,64.563106796117,0.0,64.563106796117,64.563106796117,90,8.0,8.0,8.0,8.0,0.0,8.0,8.0,90,8.0,8.0,8.0,8.0,0.0,8.0,8.0,90,64.0,64.0,64.0,64.0,0.0,64.0,64.0,,,,,,,,
phase2,R1_bookshelf,paging,paging,real_2692,2692,bookshelf_sequential_paging,PASS,3,90,0,0,90,171.2255,166.7021,175.6231,171.3144888888889,3.9099673731919697,162.69,184.039,90,24790.193847656497,18594.0567382813,32205.6027343754,25304.6583767361,5041.323997029003,16657.314453125,35672.275390625,90,1641.447265625,526.9133789062527,1897.1546875,472.95405815971674,3899.722763346452,-17036.557617188,2219.5166015625,90,217736.0,207433.6,222857.59999999998,216006.93333333332,5898.45337336431,201728.0,222976.0,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90,8.0,8.0,8.0,8.0,0.0,8.0,8.0,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90,8.0,8.0,8.0,8.0,0.0,8.0,8.0,90,64.563106796117,64.563106796117,64.563106796117,64.563106796117,0.0,64.563106796117,64.563106796117,90,1.2102970748107,1.2102970748107,1.2102970748107,1.2102970748107,0.0,1.2102970748107,1.2102970748107,90,64.563106796117,64.563106796117,64.563106796117,64.563106796117,0.0,64.563106796117,64.563106796117,90,8.0,8.0,8.0,8.0,0.0,8.0,8.0,90,8.0,8.0,8.0,8.0,0.0,8.0,8.0,90,64.0,64.0,64.0,64.0,0.0,64.0,64.0,,,,,,,,
phase2,R1_bookshelf,paging,paging,real_2692,2692,bookshelf_sequential_paging_anim_off,PASS,3,90,0,0,90,29.0765,21.5101,35.3186,28.697055555555558,6.2259562567918545,9.186,46.843,90,27561.542480468997,20007.696289062,34555.4821289062,27513.125184461802,5431.480014397059,17563.734375,36045.875976562,90,1570.98583984375,-868.4546874999999,1830.0173828124998,249.25486111110553,4370.825489007344,-17995.440429688,2097.06640625,90,230992.0,227584.0,231344.0,229978.13333333333,1708.1851016716641,227584.0,231360.0,90,1.0,1.0,1.0,1.0,0.0,1.0,1.0,90,1.0,1.0,1.0,1.0,0.0,1.0,1.0,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90,1.0,1.0,1.0,1.0,0.0,1.0,1.0,90,64.563106796117,64.563106796117,64.563106796117,64.563106796117,0.0,64.563106796117,64.563106796117,90,0.64563106796117,0.64563106796117,0.64563106796117,0.64563106796117,0.0,0.64563106796117,0.64563106796117,90,64.563106796117,64.563106796117,64.563106796117,64.563106796117,0.0,64.563106796117,64.563106796117,90,8.0,8.0,8.0,8.0,0.0,8.0,8.0,90,8.0,8.0,8.0,8.0,0.0,8.0,8.0,90,64.0,64.0,64.0,64.0,0.0,64.0,64.0,,,,,,,,
phase2,R1_bookshelf,paging,paging,real_2692,2692,close_bookshelf,PASS,3,3,0,0,3,8.359,8.232600000000001,9.287,8.693,0.7196860426602699,8.201,9.519,3,22608.581054688,20204.468554688,23513.373242187197,21983.864257812664,2137.6617900617753,19603.440429688,23739.571289062,3,174.666015625,169.06523437500002,211.295703125,187.5947265625,28.670702452421626,167.6650390625,220.453125,3,236384.0,232544.0,236524.8,234842.66666666666,2823.4598161357517,231584.0,236560.0,3,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,100.0,100.0,100.0,100.0,0.0,100.0,100.0,3,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3,100.0,100.0,100.0,100.0,0.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase2,R1_bookshelf,paging,paging,real_2692,2692,library_cached_paging,PASS,3,90,0,0,90,16.9315,12.6493,25.05120000000001,17.66218888888889,4.728805272053265,8.734,31.828,90,11648.815917969001,9937.4888671875,13138.1188476558,11666.113823784668,1210.9644899082052,9805.5478515625,15044.272460938,90,665.271484375,-2747.79560546875,951.7149414062501,109.04632161458333,1446.823241854959,-4024.748046875,1249.1923828125,90,196880.0,193520.0,197184.0,195694.57777777777,1827.0121305955581,191584.0,197184.0,90,1.0,1.0,1.0,1.0,0.0,1.0,1.0,90,1.0,1.0,1.0,1.0,0.0,1.0,1.0,90,1.0,1.0,1.0,1.0,0.0,1.0,1.0,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90,100.0,100.0,100.0,100.0,0.0,100.0,100.0,90,1.0,1.0,1.0,1.0,0.0,1.0,1.0,90,100.0,100.0,100.0,100.0,0.0,100.0,100.0,90,10.0,10.0,10.0,10.0,0.0,10.0,10.0,90,10.0,10.0,10.0,10.0,0.0,10.0,10.0,90,51.0,51.0,51.0,51.0,0.0,51.0,51.0,,,,,,,,
phase2,R1_bookshelf,paging,paging,real_2692,2692,library_sequential_paging,PASS,3,90,0,0,90,14.708,10.497300000000001,22.069600000000023,15.530355555555555,4.673153503782281,9.027,30.565,90,11318.178222656501,10151.469335937001,15791.2706054688,12205.126909722145,2197.4511703192165,9641.0673828125,17696.56640625,90,474.1796875,-1024.73583984375,530.3546875000001,34.35077039930555,1482.0285633375356,-7686.8466796875,579.15625,90,179576.0,175764.80000000002,180576.0,178680.0,1855.6470024637792,175168.0,180576.0,90,1.0,1.0,1.0,1.0,0.0,1.0,1.0,90,1.0,1.0,1.0,1.0,0.0,1.0,1.0,90,1.0,1.0,1.0,1.0,0.0,1.0,1.0,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90,100.0,100.0,100.0,100.0,0.0,100.0,100.0,90,1.0,1.0,1.0,1.0,0.0,1.0,1.0,90,100.0,100.0,100.0,100.0,0.0,100.0,100.0,90,10.0,10.0,10.0,10.0,0.0,10.0,10.0,90,10.0,10.0,10.0,10.0,0.0,10.0,10.0,90,51.0,51.0,51.0,51.0,0.0,51.0,51.0,,,,,,,,
phase2,R1_bookshelf,paging,paging,real_2692,2692,open_bookshelf,PASS,3,3,0,0,3,149.157,145.31220000000002,152.10420000000002,148.78300000000002,4.257338605279129,144.351,152.841,3,13840.234375,13780.665625000001,13985.134375000001,13875.7890625,131.45016057181317,13765.7734375,14021.359375,3,-316.7177734375,-1043.0146484375,843.4486328125001,-135.93880208333334,1189.38851502331,-1224.5888671875,1133.490234375,3,200800.0,196217.6,207596.80000000002,201722.66666666666,7156.747119560208,195072.0,209296.0,3,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,100.0,100.0,100.0,100.0,0.0,100.0,100.0,3,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3,100.0,100.0,100.0,100.0,0.0,100.0,100.0,,,,,,,,,,,,,,,,,3,64.0,64.0,64.0,64.0,0.0,64.0,64.0,,,,,,,,
phase2,R1_bookshelf,paging,paging,real_2692,2692,paging_probe_step_2_to_3,PASS,3,3,0,0,3,25.103,12.8062,25.142999999999997,19.996,8.888919900640348,9.732,25.153,3,9739.3251953125,9703.015820312501,10518.765039062499,10048.962890625,576.0614362104455,9693.9384765625,10713.625,3,-1932.9072265625,-1966.5369140625003,-103.61972656249992,-1184.7164713541667,1332.4753907417667,-1974.9443359375,353.7021484375,3,191424.0,191398.40000000002,191846.4,191589.33333333334,314.4858237398521,191392.0,191952.0,3,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,100.0,100.0,100.0,100.0,0.0,100.0,100.0,3,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3,100.0,100.0,100.0,100.0,0.0,100.0,100.0,3,10.0,10.0,10.0,10.0,0.0,10.0,10.0,3,10.0,10.0,10.0,10.0,0.0,10.0,10.0,3,51.0,51.00000000000001,51.0,51.0,0.0,51.0,51.0,,,,,,,,
phase2,R1_bookshelf,real_first_run,startup,real_2692,2692,home_to_library,PASS,1,1,0,0,1,37.023,37.023,37.023,37.023,0.0,37.023,37.023,1,12717.057617188,12717.057617188,12717.057617188,12717.057617188,0.0,12717.057617188,12717.057617188,1,3271.833984375,3271.833984375,3271.833984375,3271.833984375,0.0,3271.833984375,3271.833984375,1,167904.0,167904.0,167904.0,167904.0,0.0,167904.0,167904.0,1,3.0,3.0,3.0,3.0,0.0,3.0,3.0,1,3.0,3.0,3.0,3.0,0.0,3.0,3.0,1,3.0,3.0,3.0,3.0,0.0,3.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,100.0,100.0,100.0,0.0,100.0,100.0,1,3.0,3.0,3.0,3.0,0.0,3.0,3.0,1,100.0,100.0,100.0,100.0,0.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase2,R1_bookshelf,real_first_run,startup,real_2692,2692,library_first_render,PASS,1,1,0,0,1,39.979,39.979,39.979,39.979,0.0,39.979,39.979,1,15313.64453125,15313.64453125,15313.64453125,15313.64453125,0.0,15313.64453125,15313.64453125,1,2587.6884765625,2587.6884765625,2587.6884765625,2587.6884765625,0.0,2587.6884765625,2587.6884765625,1,176352.0,176352.0,176352.0,176352.0,0.0,176352.0,176352.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,100.0,100.0,100.0,0.0,100.0,100.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,100.0,100.0,100.0,100.0,0.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase2,R1_bookshelf,real_steady_cold,startup,real_2692,2692,home_to_library,PASS,3,3,0,0,3,30.771,29.713400000000004,31.611,30.680333333333333,1.1885963710752836,29.449,31.821,3,12632.0390625,12494.214062500001,12649.8242187496,12582.022460937333,106.46615651601984,12459.7578125,12654.270507812,3,3292.7021484375,3285.7396484375,3308.0248046875,3296.185546875,14.251173104971356,3283.9990234375,3311.85546875,3,164736.0,163993.6,172377.59999999998,167610.66666666666,5801.325825475874,163808.0,174288.0,3,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,100.0,100.0,100.0,100.0,0.0,100.0,100.0,3,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3,100.0,100.0,100.0,100.0,0.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase2,R1_bookshelf,real_steady_cold,startup,real_2692,2692,library_first_render,PASS,3,3,0,0,3,30.457,29.5066,30.7202,30.170666666666666,0.7980052213697201,29.269,30.786,3,15233.317382812,15099.2689453128,15308.3541015624,15208.729166666666,132.4017868324982,15065.756835938,15327.11328125,3,2598.1357421875,2594.8435546875003,2652.0951171875,2619.2470703125,40.18250700455538,2594.0205078125,2665.5849609375,3,173984.0,173267.2,174227.19999999998,173786.66666666666,623.8632328750696,173088.0,174288.0,3,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,100.0,100.0,100.0,100.0,0.0,100.0,100.0,3,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3,100.0,100.0,100.0,100.0,0.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase2,R1_bookshelf,warm,real,real_2692,2692,bookshelf_cached_paging,PASS,1,30,0,0,30,160.8965,159.0126,164.9776,161.66906666666668,2.779292144231783,158.43,169.25,30,29058.520996093503,21400.7930664062,39757.126953125,30264.99837239587,7023.29946011968,19299.989257812,41752.763671875,30,733.3486328125,643.85537109375,833.862109375,-47.789615885416666,3094.2749212768604,-13944.162109375,927.98046875,30,317008.0,317008.0,317008.0,317008.0,0.0,317008.0,317008.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,8.0,8.0,8.0,8.0,0.0,8.0,8.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,8.0,8.0,8.0,8.0,0.0,8.0,8.0,30,64.563106796117,64.563106796117,64.563106796117,64.563106796117,0.0,64.563106796117,64.563106796117,30,1.2102970748107,1.2102970748107,1.2102970748107,1.2102970748107,0.0,1.2102970748107,1.2102970748107,30,64.563106796117,64.563106796117,64.563106796117,64.563106796117,0.0,64.563106796117,64.563106796117,30,8.0,8.0,8.0,8.0,0.0,8.0,8.0,30,8.0,8.0,8.0,8.0,0.0,8.0,8.0,30,64.0,64.0,64.0,64.0,0.0,64.0,64.0,,,,,,,,
phase2,R1_bookshelf,warm,real,real_2692,2692,bookshelf_cached_paging_anim_off,PASS,1,30,0,0,30,9.4725,8.1787,14.7962,10.452166666666667,2.8680632066729745,7.937,19.908,30,31242.534667968997,23060.5135742192,39339.962890625,31477.0264648438,6470.111265873198,20682.696289062,43952.2109375,30,717.58203125,639.10732421875,808.8441406250001,-91.87451171875,3262.9221133326528,-15094.26171875,957.8984375,30,317008.0,317008.0,317008.0,317008.0,0.0,317008.0,317008.0,30,1.0,1.0,1.0,1.0,0.0,1.0,1.0,30,1.0,1.0,1.0,1.0,0.0,1.0,1.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,1.0,1.0,1.0,1.0,0.0,1.0,1.0,30,64.563106796117,64.563106796117,64.563106796117,64.563106796117,0.0,64.563106796117,64.563106796117,30,0.64563106796117,0.64563106796117,0.64563106796117,0.64563106796117,0.0,0.64563106796117,0.64563106796117,30,64.563106796117,64.563106796117,64.563106796117,64.563106796117,0.0,64.563106796117,64.563106796117,30,8.0,8.0,8.0,8.0,0.0,8.0,8.0,30,8.0,8.0,8.0,8.0,0.0,8.0,8.0,30,64.0,64.0,64.0,64.0,0.0,64.0,64.0,,,,,,,,
phase2,R1_bookshelf,warm,real,real_2692,2692,bookshelf_first_render,PASS,1,10,0,0,10,20.2965,16.473,36.95479999999999,24.2683,10.010092907216752,14.799,45.674,10,21185.207519531003,18783.134570312002,34583.682617188,23469.4512695312,6365.876581999204,18251.860351562,36091.288085938,10,1261.89208984375,-5191.75048828125,1678.38388671875,-1108.49384765625,6099.494470087607,-17842.916015625,1731.6201171875,10,316280.0,316256.0,316820.8,316456.0,292.9209222071149,316256.0,317008.0,10,1.0,1.0,1.0,1.0,0.0,1.0,1.0,10,1.0,1.0,1.0,1.0,0.0,1.0,1.0,10,1.0,1.0,1.0,1.0,0.0,1.0,1.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,100.0,100.0,100.0,100.0,0.0,100.0,100.0,10,1.0,1.0,1.0,1.0,0.0,1.0,1.0,10,100.0,100.0,100.0,100.0,0.0,100.0,100.0,,,,,,,,,,,,,,,,,10,64.0,64.0,64.0,64.0,0.0,64.0,64.0,,,,,,,,
phase2,R1_bookshelf,warm,real,real_2692,2692,bookshelf_sequential_paging,PASS,1,30,0,0,30,177.3315,173.66320000000002,189.7156,181.2652,16.544651750485034,173.388,264.315,30,28808.9599609375,22697.5780273442,41579.0724609375,30759.790917968767,7407.6127451526245,20380.595703125,45012.2109375,30,1242.8125,506.6541015625019,1401.38349609375,209.44075520831666,3632.2741983419137,-15585.627929688,1921.23046875,30,317008.0,317008.0,317008.0,317008.0,0.0,317008.0,317008.0,30,0.0,0.0,0.0,0.3,1.6431676725154984,0.0,9.0,30,8.0,8.0,8.0,8.3,1.6431676725154984,8.0,17.0,30,0.0,0.0,0.0,0.3,1.6431676725154984,0.0,9.0,30,8.0,8.0,8.0,8.0,0.0,8.0,8.0,30,64.563106796117,64.563106796117,64.563106796117,65.74433656957976,6.469861925222746,64.563106796117,100.0,30,1.2102970748107,1.2102970748107,1.2102970748107,1.5102970748107098,1.6431676725155533,1.2102970748107,10.210297074811,30,64.563106796117,64.563106796117,64.563106796117,65.74433656957976,6.469861925222746,64.563106796117,100.0,30,8.0,8.0,8.0,8.0,0.0,8.0,8.0,30,8.0,8.0,8.0,8.0,0.0,8.0,8.0,30,64.0,64.0,64.0,64.0,0.0,64.0,64.0,,,,,,,,
phase2,R1_bookshelf,warm,real,real_2692,2692,bookshelf_sequential_paging_anim_off,PASS,1,30,0,0,30,24.6785,20.1042,33.48730000000001,25.730233333333334,6.980422681023487,9.193,44.314,30,33126.2299804685,23379.493847656202,39009.093359374594,32145.487630208267,5983.442303957242,20582.020507812,40525.486328125,30,989.15283203125,817.3122070312501,1237.3329101562501,324.42503255208334,3545.407420627199,-18326.7734375,1541.134765625,30,317008.0,317008.0,317008.0,317008.0,0.0,317008.0,317008.0,30,1.0,1.0,1.0,1.0,0.0,1.0,1.0,30,1.0,1.0,1.0,1.0,0.0,1.0,1.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,1.0,1.0,1.0,1.0,0.0,1.0,1.0,30,64.563106796117,64.563106796117,64.563106796117,64.563106796117,0.0,64.563106796117,64.563106796117,30,0.64563106796117,0.64563106796117,0.64563106796117,0.64563106796117,0.0,0.64563106796117,0.64563106796117,30,64.563106796117,64.563106796117,64.563106796117,64.563106796117,0.0,64.563106796117,64.563106796117,30,8.0,8.0,8.0,8.0,0.0,8.0,8.0,30,8.0,8.0,8.0,8.0,0.0,8.0,8.0,30,64.0,64.0,64.0,64.0,0.0,64.0,64.0,,,,,,,,
phase2,R1_bookshelf,warm,real,real_2692,2692,change_sort_mode,PASS,1,10,0,0,10,69.2645,58.077,83.6013,70.3737,12.581369100998332,57.528,87.024,10,21128.170410156003,16494.4024414062,26123.1531250004,20838.2197265624,3945.1228310284278,16476.754882812,27362.778320312,10,4590.79248046875,-9569.78935546875,4821.705957031249,-127.04453125,6506.692038532712,-10892.1328125,4833.2451171875,10,219152.0,219152.0,219152.0,219152.0,0.0,219152.0,219152.0,10,2.0,2.0,6.0,3.1,1.7919573407620817,2.0,6.0,10,2.0,2.0,6.0,3.1,1.7919573407620817,2.0,6.0,10,2.0,2.0,6.0,3.1,1.7919573407620817,2.0,6.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,100.0,100.0,100.0,100.0,0.0,100.0,100.0,10,2.0,2.0,6.0,3.1,1.7919573407620817,2.0,6.0,10,100.0,100.0,100.0,100.0,0.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase2,R1_bookshelf,warm,real,real_2692,2692,close_book,PASS,1,10,0,0,10,39.539,27.6121,52.86349999999999,41.0058,13.187150478148542,26.128,66.854,10,17060.841308593503,15715.15234375,19196.497070312,17316.145605468602,1612.6660032795928,15653.083984375,19718.708007812,10,942.42724609375,-857.66650390625,2476.93603515625,819.1611328125,1665.0229466474525,-1000.5283203125,2580.923828125,10,315520.0,315520.0,315520.0,315520.0,0.0,315520.0,315520.0,10,4.0,4.0,4.0,4.0,0.0,4.0,4.0,10,4.0,4.0,4.0,4.0,0.0,4.0,4.0,10,3.0,3.0,3.0,3.0,0.0,3.0,3.0,10,1.0,1.0,1.0,1.0,0.0,1.0,1.0,10,100.0,100.0,100.0,100.0,0.0,100.0,100.0,10,3.0983009708738,3.0983009708738,3.0983009708738,3.0983009708738,0.0,3.0983009708738,3.0983009708738,10,100.0,100.0,100.0,100.0,0.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase2,R1_bookshelf,warm,real,real_2692,2692,close_bookshelf,PASS,1,10,0,0,10,7.542,6.9224000000000006,8.3568,7.6027000000000005,0.5361821933302564,6.791,8.4,10,26502.087890625,22250.689062500398,41694.428808594195,29716.8232421875,8348.520843468179,21280.961914062,42692.19921875,10,59.17138671875,-124.61328124999996,100.91845703125,-89.43759765625,500.07663543599574,-1510.0947265625,113.9658203125,10,317008.0,317008.0,317008.0,317008.0,0.0,317008.0,317008.0,10,1.0,1.0,1.0,1.0,0.0,1.0,1.0,10,1.0,1.0,1.0,1.0,0.0,1.0,1.0,10,1.0,1.0,1.0,1.0,0.0,1.0,1.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,100.0,100.0,100.0,100.0,0.0,100.0,100.0,10,1.0,1.0,1.0,1.0,0.0,1.0,1.0,10,100.0,100.0,100.0,100.0,0.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase2,R1_bookshelf,warm,real,real_2692,2692,close_quick_settings,PASS,1,10,0,0,10,8.3185,7.7895,8.6301,8.242,0.40841237330260527,7.533,8.892,10,38055.0576171875,37143.3182617183,38972.9803710942,38053.3696289064,771.1298121790336,36900.712890625,39214.51171875,10,21.81494140625,18.822949218749997,45.95166015625,28.3310546875,12.057099340674977,18.2314453125,51.220703125,10,317008.0,317008.0,317008.0,317008.0,0.0,317008.0,317008.0,10,3.0,3.0,3.0,3.0,0.0,3.0,3.0,10,3.0,3.0,3.0,3.0,0.0,3.0,3.0,10,3.0,3.0,3.0,3.0,0.0,3.0,3.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,100.0,100.0,100.0,100.0,0.0,100.0,100.0,10,3.0,3.0,3.0,3.0,0.0,3.0,3.0,10,100.0,100.0,100.0,100.0,0.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase2,R1_bookshelf,warm,real,real_2692,2692,home_to_library,PASS,1,10,0,0,10,31.3945,30.3802,47.488499999999995,35.0105,7.574704603701279,30.373,51.255,10,15248.701171875,9349.0951171875,20497.590136718703,15124.6162109375,4115.054063572086,9326.9150390625,20521.129882812,10,2602.99365234375,-11176.329101562,3288.2156250000003,-8.192675781149955,5903.490817451483,-11221.645507812,3323.6162109375,10,185776.0,185744.0,185776.0,185766.4,15.457468529268734,185744.0,185776.0,10,1.0,1.0,1.0,1.0,0.0,1.0,1.0,10,1.0,1.0,1.0,1.0,0.0,1.0,1.0,10,1.0,1.0,1.0,1.0,0.0,1.0,1.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,100.0,100.0,100.0,100.0,0.0,100.0,100.0,10,1.0,1.0,1.0,1.0,0.0,1.0,1.0,10,100.0,100.0,100.0,100.0,0.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase2,R1_bookshelf,warm,real,real_2692,2692,library_cached_paging,PASS,1,30,0,0,30,15.732,13.8546,26.968700000000005,18.3897,5.99496783316555,12.922,36.323,30,11246.09375,9949.000390624999,12577.6475585937,11297.0158854167,973.7942486949617,9855.96875,13044.479492188,30,489.30712890625,-2575.33291015625,918.0291015625002,-4.016959635416667,1347.5035020743198,-3028.9345703125,1098.3486328125,30,188608.0,185936.0,188608.0,188161.6,1012.3767051367037,185936.0,188624.0,30,1.0,1.0,1.0,1.0,0.0,1.0,1.0,30,1.0,1.0,1.0,1.0,0.0,1.0,1.0,30,1.0,1.0,1.0,1.0,0.0,1.0,1.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,100.0,100.0,100.0,100.0,0.0,100.0,100.0,30,1.0,1.0,1.0,1.0,0.0,1.0,1.0,30,100.0,100.0,100.0,100.0,0.0,100.0,100.0,30,10.0,10.0,10.0,10.0,0.0,10.0,10.0,30,10.0,10.0,10.0,10.0,0.0,10.0,10.0,30,51.0,51.0,51.0,51.0,0.0,51.0,51.0,,,,,,,,
